Year	Month	Day	Wind	Temperature	Rainfall	Other

2960	1	1	4	2 C		1		

2960	1	2	1	3 C		0		

2960	1	3	2	1 C		0		

2960	1	4	5	2 C		0		

2960	1	5	1	2 C		0		

2960	1	6	1	4 C		0		

2960	1	7	5	5 C		0		

2960	1	8	1	1 C		2		

2960	1	9	4	4 C		0		

2960	1	10	8	1 C		1		

2960	1	11	4	-1 C		2		

2960	1	12	1	1 C		0		

2960	1	13	5	3 C		0		

2960	1	14	5	2 C		0		

2960	1	15	2	3 C		0		

2960	1	16	5	5 C		0		

2960	1	17	4	2 C		0		

2960	1	18	5	6 C		0		

2960	1	19	3	3 C		0		

2960	1	20	4	5 C		0		

2960	1	21	3	3 C		0		

2960	1	22	5	5 C		10		

2960	1	23	7	2 C		10		

2960	1	24	3	2 C		7		

2960	1	25	5	4 C		4		

2960	1	26	4	6 C		0		

2960	1	27	3	3 C		0		

2960	1	28	7	2 C		3		

2960	2	1	5	1 C		3		흒ka 

2960	2	2	9	1 C		4		

2960	2	3	5	3 C		6		

2960	2	4	3	1 C		4		

2960	2	5	1	6 C		2		

2960	2	6	1	9 C		0		

2960	2	7	4	5 C		0		

2960	2	8	7	5 C		1		

2960	2	9	4	6 C		0		

2960	2	10	1	5 C		1		

2960	2	11	2	8 C		2		

2960	2	12	1	4 C		0		

2960	2	13	5	2 C		1		흒ka 

2960	2	14	2	5 C		0		

2960	2	15	3	8 C		0		

2960	2	16	4	9 C		0		

2960	2	17	3	7 C		0		

2960	2	18	3	4 C		0		

2960	2	19	4	4 C		0		

2960	2	20	1	6 C		0		

2960	2	21	1	4 C		1		

2960	2	22	5	3 C		1		

2960	2	23	2	1 C		0		

2960	2	24	2	2 C		0		

2960	2	25	1	5 C		0		

2960	2	26	3	4 C		0		

2960	2	27	2	5 C		0		

2960	2	28	2	9 C		0		

2960	3	1	2	10 C		0		

2960	3	2	3	9 C		0		

2960	3	3	5	10 C		0		

2960	3	4	2	9 C		0		

2960	3	5	4	11 C		0		Dimma 

2960	3	6	2	13 C		4		

2960	3	7	4	14 C		0		

2960	3	8	2	15 C		0		

2960	3	9	5	18 C		0		

2960	3	10	3	21 C		0		

2960	3	11	5	22 C		0		

2960	3	12	2	18 C		0		

2960	3	13	2	13 C		0		

2960	3	14	4	13 C		0		

2960	3	15	2	10 C		0		

2960	3	16	5	8 C		0		

2960	3	17	2	7 C		1		

2960	3	18	2	11 C		0		

2960	3	19	3	9 C		0		

2960	3	20	5	12 C		0		

2960	3	21	2	12 C		0		

2960	3	22	4	12 C		2		

2960	3	23	5	11 C		0		

2960	3	24	3	7 C		5		

2960	3	25	5	6 C		2		Dimma 

2960	3	26	6	6 C		5		

2960	3	27	3	3 C		2		

2960	3	28	1	5 C		2		

2960	4	1	3	6 C		2		

2960	4	2	5	8 C		1		

2960	4	3	5	10 C		0		

2960	4	4	5	13 C		0		

2960	4	5	2	13 C		0		

2960	4	6	1	13 C		0		

2960	4	7	5	13 C		0		Dimma 

2960	4	8	3	13 C		0		

2960	4	9	2	13 C		0		

2960	4	10	2	8 C		0		

2960	4	11	2	9 C		1		

2960	4	12	1	12 C		0		

2960	4	13	3	11 C		0		

2960	4	14	3	10 C		0		

2960	4	15	1	11 C		1		

2960	4	16	5	15 C		0		

2960	4	17	2	17 C		0		

2960	4	18	2	18 C		0		

2960	4	19	6	21 C		0		

2960	4	20	2	18 C		0		

2960	4	21	5	19 C		8		

2960	4	22	2	18 C		3		

2960	4	23	5	18 C		1		

2960	4	24	5	14 C		0		

2960	4	25	5	14 C		0		

2960	4	26	5	12 C		0		

2960	4	27	2	13 C		0		

2960	4	28	5	11 C		0		

2960	5	1	2	10 C		0		

2960	5	2	6	9 C		0		

2960	5	3	4	10 C		11		

2960	5	4	4	7 C		5		

2960	5	5	4	9 C		5		

2960	5	6	4	10 C		6		

2960	5	7	6	11 C		7		

2960	5	8	3	14 C		5		

2960	5	9	4	13 C		3		Dimma 

2960	5	10	3	15 C		2		흒ka 

2960	5	11	1	16 C		2		

2960	5	12	5	14 C		0		

2960	5	13	3	13 C		0		Dimma 

2960	5	14	1	15 C		0		

2960	5	15	1	13 C		1		

2960	5	16	1	14 C		1		

2960	5	17	2	15 C		1		

2960	5	18	1	18 C		0		

2960	5	19	5	19 C		0		

2960	5	20	2	14 C		0		

2960	5	21	2	14 C		0		

2960	5	22	4	15 C		0		Dimma 

2960	5	23	3	17 C		0		

2960	5	24	2	18 C		0		

2960	5	25	6	17 C		0		

2960	5	26	4	16 C		0		

2960	5	27	2	14 C		1		

2960	5	28	3	14 C		2		

2960	6	1	3	15 C		2		

2960	6	2	1	13 C		2		

2960	6	3	5	12 C		0		

2960	6	4	8	13 C		5		

2960	6	5	8	12 C		8		

2960	6	6	4	14 C		3		

2960	6	7	4	16 C		0		

2960	6	8	2	18 C		0		

2960	6	9	3	23 C		0		

2960	6	10	7	24 C		0		

2960	6	11	3	20 C		0		

2960	6	12	3	21 C		0		

2960	6	13	1	21 C		5		

2960	6	14	4	20 C		1		

2960	6	15	3	19 C		0		

2960	6	16	1	21 C		0		

2960	6	17	5	21 C		0		

2960	6	18	1	17 C		0		

2960	6	19	1	19 C		0		

2960	6	20	3	19 C		0		

2960	6	21	1	24 C		0		

2960	6	22	5	22 C		0		

2960	6	23	5	19 C		0		

2960	6	24	7	23 C		6		

2960	6	25	7	21 C		8		

2960	6	26	4	20 C		1		

2960	6	27	5	23 C		0		

2960	6	28	1	24 C		0		

2960	7	1	4	26 C		0		

2960	7	2	1	26 C		0		

2960	7	3	1	25 C		0		

2960	7	4	5	24 C		0		

2960	7	5	4	21 C		0		

2960	7	6	2	20 C		0		Dimma 

2960	7	7	5	24 C		0		흒ka 

2960	7	8	2	25 C		1		

2960	7	9	2	25 C		1		

2960	7	10	2	21 C		4		

2960	7	11	4	21 C		3		

2960	7	12	5	21 C		2		

2960	7	13	3	18 C		2		

2960	7	14	5	20 C		0		흒ka 

2960	7	15	5	24 C		0		

2960	7	16	3	22 C		0		

2960	7	17	1	23 C		0		

2960	7	18	5	21 C		2		Dragon 

2960	7	19	9	21 C		5		Dimma 

2960	7	20	5	21 C		0		

2960	7	21	1	26 C		0		

2960	7	22	1	27 C		0		

2960	7	23	3	24 C		0		

2960	7	24	5	26 C		0		

2960	7	25	3	25 C		0		

2960	7	26	4	25 C		0		

2960	7	27	4	27 C		0		

2960	7	28	5	29 C		0		

2960	8	1	1	26 C		0		

2960	8	2	2	29 C		1		

2960	8	3	6	28 C		2		

2960	8	4	2	26 C		4		

2960	8	5	2	25 C		2		

2960	8	6	2	25 C		3		

2960	8	7	3	26 C		0		흒ka 

2960	8	8	1	24 C		0		

2960	8	9	5	24 C		0		

2960	8	10	3	22 C		0		

2960	8	11	3	24 C		1		

2960	8	12	6	26 C		1		흒ka 

2960	8	13	8	27 C		1		

2960	8	14	4	27 C		0		흒ka 

2960	8	15	3	26 C		0		

2960	8	16	2	27 C		0		흒ka 

2960	8	17	4	24 C		0		

2960	8	18	5	25 C		0		

2960	8	19	5	25 C		0		

2960	8	20	4	23 C		1		

2960	8	21	3	21 C		1		

2960	8	22	2	20 C		0		

2960	8	23	3	17 C		0		

2960	8	24	2	21 C		0		

2960	8	25	3	23 C		1		

2960	8	26	4	26 C		1		

2960	8	27	3	23 C		0		

2960	8	28	7	24 C		3		

2960	9	1	6	23 C		3		

2960	9	2	7	22 C		3		

2960	9	3	3	19 C		2		

2960	9	4	3	20 C		3		

2960	9	5	4	22 C		1		

2960	9	6	4	22 C		0		

2960	9	7	1	21 C		0		

2960	9	8	3	18 C		1		

2960	9	9	5	20 C		0		

2960	9	10	4	20 C		0		

2960	9	11	4	20 C		0		

2960	9	12	1	23 C		0		

2960	9	13	5	24 C		0		

2960	9	14	2	22 C		3		

2960	9	15	1	20 C		0		

2960	9	16	4	20 C		0		Dimma 

2960	9	17	4	20 C		0		

2960	9	18	4	17 C		0		

2960	9	19	1	18 C		0		

2960	9	20	5	19 C		0		

2960	9	21	5	16 C		0		

2960	9	22	4	17 C		0		

2960	9	23	1	18 C		1		

2960	9	24	5	17 C		5		

2960	9	25	2	22 C		1		Dimma 

2960	9	26	5	21 C		2		

2960	9	27	3	23 C		0		

2960	9	28	2	24 C		0		

2960	10	1	3	24 C		1		

2960	10	2	6	24 C		4		

2960	10	3	2	22 C		2		

2960	10	4	4	21 C		0		

2960	10	5	3	23 C		0		

2960	10	6	5	20 C		0		

2960	10	7	9	18 C		3		

2960	10	8	5	18 C		0		

2960	10	9	4	16 C		0		

2960	10	10	5	15 C		0		

2960	10	11	2	15 C		0		

2960	10	12	6	12 C		2		흒ka Dimma 

2960	10	13	3	15 C		0		

2960	10	14	3	11 C		0		

2960	10	15	2	12 C		0		

